标题,编号,商家,单价不含税,品名,单位,品牌,规格,发货仓,等级,起售量,联系电话,运费,库存量,图片1,图片2,图片3,页面网址,产品详情
星泽林木业 黑鸡翅（非洲刚果） 500-1200*80*24,2016102601,星泽林木业,6500,黑鸡翅（非洲刚果）,立方,,500-1200*80*24,太仓长乐库,,1,18964693035,,57,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgtqHAwAUozKuYgwUwoAQ47gM!60x60.png,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgraHAwAUovOao0QIwlgY4-AM!60x60.png,,http://market.anywood.com/h-pd-264.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：黑鸡翅（非洲刚果）规格：500-1200*80*24存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业补充描述：80宽合计/561.133m3，24厚/23.935m3交收条件：按方计价联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 黑鸡翅（非洲刚果） 500-1200*80*40,2016102604,星泽林木业,6500,黑鸡翅（非洲刚果）,立方,,500-1200*80*40,太仓长乐库,,1,18964693035,,42,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgkqfAwAUou8XzvwYwngQ4jQM!60x60.png,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAg5qbAwAUooLW81AEwlgY4-AM!60x60.png,,http://market.anywood.com/h-pd-267.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：黑鸡翅（非洲刚果）规格：500-1200*80*40存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业补充描述：80宽合计/561.133m3，40厚/75.349m3交收条件：按方计价联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 黑鸡翅（非洲刚果） 500-1500*80*80,2016102606,星泽林木业,6500,黑鸡翅（非洲刚果）,立方,,500-1500*80*80,太仓长乐库,,1,18964693035,,301,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgiq3AwAUo4NbkiQUwoAQ47gM!60x60.png,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAg-azAwAUopNeQKjCWBjj8Aw!60x60.png,,http://market.anywood.com/h-pd-269.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：黑鸡翅（非洲刚果）规格：500-1500*80*80存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业补充描述：80宽合计/561.133m3，80厚301.732m3交收条件：按方计价联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 黑鸡翅（非洲刚果） 500/600*80*70,2016102408,星泽林木业,6500,黑鸡翅（非洲刚果）,立方,,500/600*80*70,太仓长乐库,,1,18964693035,,2,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAg55e3wAUotpPmnQMwoAQ47gM!60x60.png,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAg1Je3wAUoxrn1HDCWBjj8Aw!60x60.png,,http://market.anywood.com/h-pd-261.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：黑鸡翅（非洲刚果）规格：500/600*80*70存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业补充描述：80宽合计/561.133m3，70厚/4.429m3交收条件：按方计价联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 黑鸡翅（非洲刚果） 600*80*25,2016102402,星泽林木业,6500,黑鸡翅（非洲刚果）,立方,,600*80*25,太仓长乐库,,1,18964693035,,37,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAg0f22wAUoqsfTuAMwoAQ47gM!60x60.png,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgn-u2wAUo6qCYvAYwhwY4xAM!60x60.png,,http://market.anywood.com/h-pd-255.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：黑鸡翅（非洲刚果）规格：600*80*25存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业补充描述：80宽合计/561.133m3，25厚/61.947m3交收条件：按方计价联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 黑鸡翅（非洲刚果） 600*80*40,2016102407,星泽林木业,6500,黑鸡翅（非洲刚果）,立方,,600*80*40,太仓长乐库,,1,18964693035,,12,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgzJW3wAUo7KO8zgIw-gM4xAM!60x60.png,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgl5W3wAUos4LXBTCgBDjuAw!60x60.png,,http://market.anywood.com/h-pd-260.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：黑鸡翅（非洲刚果）规格：600*80*40存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业补充描述：80宽合计/561.133m3，40厚/75.349m3交收条件：按方计价联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 黑鸡翅（非洲刚果） 600*100*40,2016102609,星泽林木业,6500,黑鸡翅（非洲刚果）,立方,,600*100*40,太仓长乐库,,1,18964693035,,0,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgk7bAwAUo2KT8swcwlgY4-AM!60x60.png,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgmrbAwAUox7ePqQYwoAQ47gM!60x60.png,,http://market.anywood.com/h-pd-272.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：黑鸡翅（非洲刚果）规格：600*100*40存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业补充描述：100宽合计/180.996m3交收条件：按方计价联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 黑鸡翅（非洲刚果） 600*105*52,2016102617,星泽林木业,6500,黑鸡翅（非洲刚果）,立方,,600*105*52,太仓长乐库,,1,18964693035,,22,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAg24vBwAUozrC_BTD_AzjEAw!60x60.png,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgoIvBwAUorf3wmwIwlgY4-AM!60x60.png,,http://market.anywood.com/h-pd-281.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：黑鸡翅（非洲刚果）规格：600*105*52存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业补充描述：105宽合计/131.808m3交收条件：按方计价联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 黑鸡翅（非洲刚果） 600-140*100*100*25,2016102611,星泽林木业,6500,黑鸡翅（非洲刚果）,立方,,600-140*100*100*25,太仓长乐库,,1,18964693035,,87,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAg_rvAwAUo90gwoAQ47gM!60x60.png,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAg5LvAwAUoqPbNyAUwlgY4-AM!60x60.png,,http://market.anywood.com/h-pd-274.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：黑鸡翅（非洲刚果）规格：600-140*100*100*25存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业补充描述：100宽合计/180.996m3交收条件：按方计价联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 黑鸡翅（非洲刚果） 600-1200*105*24,2016102614,星泽林木业,6500,黑鸡翅（非洲刚果）,立方,,600-1200*105*24,太仓长乐库,,1,18964693035,,35,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgxoPBwAUowpbVjwEw-gM4xAM!60x60.png,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgmYPBwAUonOHexQMwlgY4-AM!60x60.png,,http://market.anywood.com/h-pd-277.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：黑鸡翅（非洲刚果）规格：600-1200*105*24存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业补充描述：105宽合计/131.808m3交收条件：按方计价联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 黑鸡翅（非洲刚果） 600-1200*105*35,2016102616,星泽林木业,6500,黑鸡翅（非洲刚果）,立方,,600-1200*105*35,太仓长乐库,,1,18964693035,,7,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAghYjBwAUoqMvSvwQwoAQ47gM!60x60.png,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAg-YfBwAUogOy5kAIwlgY4-AM!60x60.png,,http://market.anywood.com/h-pd-279.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：黑鸡翅（非洲刚果）规格：600-1200*105*53存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业补充描述：105宽合计/131.808m3交收条件：按方计价联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 黑鸡翅（非洲刚果） 600-1200*105*105,2016102619,星泽林木业,6500,黑鸡翅（非洲刚果）,立方,,600-1200*105*105,太仓长乐库,,1,18964693035,,39,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgiI-BwAUowMuhPTCgBDjuAw!60x60.png,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAg5Y7BwAUoiO_ppgIwlgY4-AM!60x60.png,,http://market.anywood.com/h-pd-283.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：黑鸡翅（非洲刚果）规格：600-1200*105*105存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业补充描述：105宽合计/131.808m3交收条件：按方计价联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 黑鸡翅（非洲刚果） 600-1980*100*25,2016102608,星泽林木业,6500,黑鸡翅（非洲刚果）,立方,,600-1980*100*25,太仓长乐库,,1,18964693035,,42,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgtLTAwAUonJ7RhwUwlgY4-AM!60x60.png,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgx7TAwAUo99rVxwcwoAQ47gM!60x60.png,,http://market.anywood.com/h-pd-271.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：黑鸡翅（非洲刚果）规格：600-1980*100*25存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业补充描述：100宽合计/180.996m3交收条件：按方计价联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 黑鸡翅（非洲刚果） 600/900*105*75,2016102618,星泽林木业,6500,黑鸡翅（非洲刚果）,立方,,600/900*105*75,太仓长乐库,,1,18964693035,,2,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgl43BwAUo5MSh3gEw-gM4xAM!60x60.png,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgiI3BwAUoh5GXEDCWBjj8Aw!60x60.png,,http://market.anywood.com/h-pd-282.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：黑鸡翅（非洲刚果）规格：600/900*105*75存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业补充描述：105宽合计/131.808m3交收条件：按方计价联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 黑鸡翅（非洲刚果） 900/1200*100*47,2016102613,星泽林木业,6500,黑鸡翅（非洲刚果）,立方,,900/1200*100*47,太仓长乐库,,1,18964693035,,36,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgqYHBwAUomLHgQjCgBDjuAw!60x60.png,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgnoHBwAUomsmd9wMwlgY4-AM!60x60.png,,http://market.anywood.com/h-pd-276.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：黑鸡翅（非洲刚果）规格：900/1200*100*47存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业补充描述：100宽合计/180.996m3交收条件：按方计价联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 黑鸡翅（非洲刚果） 900/1200*105*50,2016102616,星泽林木业,6500,黑鸡翅（非洲刚果）,立方,,900/1200*105*50,太仓长乐库,,1,18964693035,,23,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAg74nBwAUo2IaokAQw-gM4xAM!60x60.png,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgzonBwAUor7jDkwcwlgY4-AM!60x60.png,,http://market.anywood.com/h-pd-280.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：黑鸡翅（非洲刚果）规格：900/1200*105*50存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业补充描述：105宽合计/131.808m3交收条件：按方计价联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 黑鸡翅（非洲刚果） 1000*80*30,2016102404,星泽林木业,6500,黑鸡翅（非洲刚果）,立方,,1000*80*30,太仓长乐库,,1,18964693035,,9,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgvIK3wAUo7PP7DzCgBDjuAw!60x60.png,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAg04K3wAUo-Ny-SjCeBDiNAw!60x60.png,,http://market.anywood.com/h-pd-257.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：黑鸡翅（非洲刚果）规格：1000*80*30存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业补充描述：80宽合计/561.133m3，30厚/10.927m3交收条件：按方计价联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 黑鸡翅（非洲刚果） 1000*80*32,2016102603,星泽林木业,6500,黑鸡翅（非洲刚果）,立方,,1000*80*32,太仓长乐库,,1,18964693035,,13,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgoKXAwAUooKWItgYwoAQ47gM!60x60.png,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgj6XAwAUou6C_iwMwlgY4-AM!60x60.png,,http://market.anywood.com/h-pd-266.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：黑鸡翅（非洲刚果）规格：1000*80*32存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业补充描述：80宽合计/561.133m3，32厚/25.295m3交收条件：按方计价联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 黑鸡翅（非洲刚果） 1000*105*25,2016102615,星泽林木业,6500,黑鸡翅（非洲刚果）,立方,,1000*105*25,太仓长乐库,,1,18964693035,,0,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgn4bBwAUomJn5NDD_AzjEAw!60x60.png,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAg44XBwAUo_O-9vgQwlgY4-AM!60x60.png,,http://market.anywood.com/h-pd-278.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：黑鸡翅（非洲刚果）规格：1000*105*25存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业补充描述：105宽合计/131.808m3交收条件：按方计价联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 黑鸡翅（非洲刚果） 1000/1200*80*25,2016102403,星泽林木业,6500,黑鸡翅（非洲刚果）,立方,,1000/1200*80*25,太仓长乐库,,1,18964693035,,18,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgwf_2wAUoyPSiogYwoAQ47gM!60x60.png,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAg1P_2wAUo4Kql3QEw-gM4xAM!60x60.png,,http://market.anywood.com/h-pd-256.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：黑鸡翅（非洲刚果）规格：1000/1200*80*25存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业补充描述：80宽合计/561.133m3，25厚/61.947m3交收条件：按方计价联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 黑鸡翅（非洲刚果） 1000/1200*80*70,2016102409,星泽林木业,6500,黑鸡翅（非洲刚果）,立方,,1000/1200*80*70,太仓长乐库,,1,18964693035,,1,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAg0523wAUo_aaxcDCgBDjuAw!60x60.png,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgv523wAUo7sGbygIwlgY4-AM!60x60.png,,http://market.anywood.com/h-pd-262.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：黑鸡翅（非洲刚果）规格：1000/1200*80*70存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业补充描述：80宽合计/561.133m3，70厚/4.429m3交收条件：按方计价联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 黑鸡翅（非洲刚果） 1200*80*30,2016102602,星泽林木业,6500,黑鸡翅（非洲刚果）,立方,,1200*80*30,太仓长乐库,,1,18964693035,,1,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgtaPAwAUovK7TsAYwoAQ47gM!60x60.png,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgrKPAwAUohsOB-QMwlgY4-AM!60x60.png,,http://market.anywood.com/h-pd-265.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：黑鸡翅（非洲刚果）规格：1200*80*30存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业补充描述：80宽合计/561.133m3，30厚/10.927m3交收条件：按方计价联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 黑鸡翅（非洲刚果） 1200*80*32,2016102405,星泽林木业,6500,黑鸡翅（非洲刚果）,立方,,1200*80*32,太仓长乐库,,1,18964693035,,11,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAg-4m3wAUo1OOFKTCgBDjuAw!60x60.png,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAg6om3wAUozfit0gQwlgY4-AM!60x60.png,,http://market.anywood.com/h-pd-258.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：黑鸡翅（非洲刚果）规格：1200*80*32存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业补充描述：80宽合计/561.133m3，32厚/25.295m3交收条件：按方计价联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 黑鸡翅（非洲刚果） 1200*80*40,2016102406,星泽林木业,6500,黑鸡翅（非洲刚果）,立方,,1200*80*40,太仓长乐库,,1,18964693035,,20,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAg-Iy3wAUosIyHlgUwngQ4jQM!60x60.png,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgx4y3wAUouI-ywAYwlgY4-AM!60x60.png,,http://market.anywood.com/h-pd-259.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：黑鸡翅（非洲刚果）规格：1200*80*40存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业补充描述：80宽合计/561.133m3，40厚/75.349m3交收条件：按方计价联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 黑鸡翅（非洲刚果） 1200*120*27,2016102620,星泽林木业,6500,黑鸡翅（非洲刚果）,立方,,1200*120*27,太仓长乐库,,1,18964693035,,6,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAg7JDBwAUo1_GD8wMwoAQ47gM!60x60.png,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAg3pDBwAUokKbXoQcwlgY4-AM!60x60.png,,http://market.anywood.com/h-pd-284.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：黑鸡翅（非洲刚果）规格：1200*120*27存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业补充描述：120宽合计/6.032m3交收条件：按方计价联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 黑鸡翅（非洲刚果） 非规格材,2016102701,星泽林木业,6500,黑鸡翅（非洲刚果）,立方,,非规格材,太仓长乐库,,1,18964693035,,25,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAg6-bGwAUoo9jaigEwoAQ47gM!60x60.png,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAg8vbGwAUo2IuLkQUw-gM4xAM!60x60.png,,http://market.anywood.com/h-pd-285.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：黑鸡翅（非洲刚果）规格：非规格材存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业交收条件：按方计价联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 黑鸡翅（非洲刚果）500*80*25,2016102401,星泽林木业,6500,黑鸡翅（非洲刚果）,立方,,500*80*25,太仓长乐库,,1,18964693035,,6,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgh-i2wAUouO2ehwIwngQ4jQM!60x60.png,http://4107619.s21i.faiusr.com/4/ABUIABAEGAAgove2wAUoruqhrwQwlgY4-AM!60x60.png,,http://market.anywood.com/h-pd-254.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：黑鸡翅（非洲刚果）规格：500*80*25存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业补充描述：80宽合计/561.133m3，25厚/61.947m3交收条件：按方计价联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 红雪松 90*90*1220,2016110806,星泽林木业,1200,红雪松,立方,,90*90*1220,太仓长乐库,,1,18964693035,视收货地址另算,9,http://4107619.s21i.faiusr.com/2/ABUIABACGAAgs-GFwQUoy-CtvgUwwAc46gY!60x60.jpg,http://4107619.s21i.faiusr.com/2/ABUIABACGAAgsPGFwQUooPKYxQEwswc4rwg!60x60.jpg,,http://market.anywood.com/h-pd-292.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：红雪松产地：加拿大规格：90*90*1220存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业交收条件：按方出售联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 红雪松 95*95*1220,2016110804,星泽林木业,1200,红雪松,立方,,95*95*1220,太仓长乐库,,1,18964693035,视收货地址另算,37,http://4107619.s21i.faiusr.com/2/ABUIABACGAAgh_WFwQUoj-_N5AQwwAc48QY!60x60.jpg,http://4107619.s21i.faiusr.com/2/ABUIABACGAAgiuWFwQUo46O1rwQwswc4rwg!60x60.jpg,,http://market.anywood.com/h-pd-289.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：红雪松产地：加拿大规格：95*95*1220存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业交收条件：按方出售联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 红雪松 95*95*1830,2016110805,星泽林木业,1200,红雪松,立方,,95*95*1830,太仓长乐库,,1,18964693035,视收货地址另算,16,http://4107619.s21i.faiusr.com/2/ABUIABACGAAgg_qFwQUo_f_lJzDABzjqBg!60x60.jpg,http://4107619.s21i.faiusr.com/2/ABUIABACGAAg-_mFwQUo8ozQswIwswc4rwg!60x60.jpg,,http://market.anywood.com/h-pd-290.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：红雪松产地：加拿大规格：95*95*1830存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业交收条件：按方出售联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
星泽林木业 红雪松 95*95*2440,2016110806,星泽林木业,1200,红雪松,立方,,95*95*2440,太仓长乐库,,1,18964693035,视收货地址另算,92,http://4107619.s21i.faiusr.com/2/ABUIABACGAAg6e2FwQUoxLrvqAYwwAc46gY!60x60.jpg,http://4107619.s21i.faiusr.com/2/ABUIABACGAAg8O2FwQUo7dfWzQQwswc4rwg!60x60.jpg,,http://market.anywood.com/h-pd-291.html#pfc=%7B%22lid%22%3A1%2C%22sc%22%3A%7B%22key%22%3A%22name%22%2C%22desc%22%3Afalse%7D%7D,品名：红雪松产地：加拿大规格：95*95*2440存储仓库：太仓长乐库仓库地址：江苏省太仓市新港路999号商家名称：星泽林木业交收条件：按方出售联系人：施先生 ?18964693035商品价格为仓库提货价，批量购买或有特殊要求请电议或面议。
